state,constituency_id,constituency_x,actual_winner,actual_party,actual_vote_share,constituency_y,sim_winner,sim_party,sim_vote_share,sim_alliance,flipped
Bihar,BIHAR__BHAGALPUR,Bhagalpur,AJAY KUMAR MANDAL,JDU,50.37501844314484,Bhagalpur,AJAY KUMAR MANDAL,JDU,50.37501844314484,NDA,False
Maharashtra,MAHARASHTRA__MADHA,Madha,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,48.86164637220457,Madha,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,50.3728313115511,INDIA,False
Tamil Nadu,TAMIL_NADU__VELLORE,VELLORE,DM KATHIR ANAND,DMK,50.350876261003066,VELLORE,DM KATHIR ANAND,DMK,50.35087626100307,INDIA,False
Jharkhand,JHARKHAND__RAJMAHAL,Rajmahal,VIJAY KUMAR HANSDAK,JMM,50.34857405998281,Rajmahal,VIJAY KUMAR HANSDAK,JMM,50.348574059982795,UNKNOWN,False
Maharashtra,MAHARASHTRA__NASHIK,Nashik,RAJABHAU (PARAG) PRAKASH WAJE,SHSUBT,49.84861025344244,Nashik,RAJABHAU (PARAG) PRAKASH WAJE,SHSUBT,50.345158666774694,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__ALLAHABAD,Allahabad,UJJWAL RAMAN SINGH,INC,48.80095036958817,Allahabad,UJJWAL RAMAN SINGH,INC,50.30399027231128,INDIA,False
Odisha,ODISHA__DHENKANAL,Dhenkanal,RUDRA NARAYAN PANY,BJP,50.24205465761161,Dhenkanal,RUDRA NARAYAN PANY,BJP,50.24205465761161,NDA,False
Maharashtra,MAHARASHTRA__MUMBAI_SOUTH_CENTRAL,Mumbai South Central,ANIL YESHWANT DESAI,SHSUBT,49.732670127019446,Mumbai South Central,ANIL YESHWANT DESAI,SHSUBT,50.23036646239548,INDIA,False
Uttarakhand,UTTARAKHAND__HARIDWAR,Haridwar,TRIVENDRA SINGH RAWAT,BJP,50.19165176724194,Haridwar,TRIVENDRA SINGH RAWAT,BJP,50.191651767241964,NDA,False
Maharashtra,MAHARASHTRA__WARDHA,Wardha,AMAR SHARADRAO KALE,NCPSP,48.6849459184009,Wardha,AMAR SHARADRAO KALE,NCPSP,50.190665895258654,INDIA,False
Bihar,BIHAR__BEGUSARAI,Begusarai,GIRIRAJ SINGH,BJP,50.15405434422438,Begusarai,GIRIRAJ SINGH,BJP,50.15405434422438,NDA,False
Rajasthan,RAJASTHAN__BANSWARA,BANSWARA,RAJ KUMAR ROAT,BHRTADVSIP,50.14692837226578,BANSWARA,RAJ KUMAR ROAT,BHRTADVSIP,50.14692837226578,UNKNOWN,False
Karnataka,KARNATAKA__CHITRADURGA,Chitradurga,GOVIND MAKTHAPPA KARJOL,BJP,50.10501796388787,Chitradurga,GOVIND MAKTHAPPA KARJOL,BJP,50.10501796388787,NDA,False
Tamil Nadu,TAMIL_NADU__THENI,THENI,THANGA TAMILSELVAN,DMK,50.07741721790472,THENI,THANGA TAMILSELVAN,DMK,50.07741721790471,INDIA,False
Maharashtra,MAHARASHTRA__BHANDARA_GONDIYA,Bhandara Gondiya,DR. PRASHANT YADAORAO PADOLE,INC,47.56099437037325,Bhandara Gondiya,DR. PRASHANT YADAORAO PADOLE,INC,50.06161047512451,INDIA,False
Karnataka,KARNATAKA__BANGALORE_CENTRAL,Bangalore central,P C MOHAN,BJP,50.05013254741704,Bangalore central,P C MOHAN,BJP,50.05013254741705,NDA,False
Uttar Pradesh,UTTAR_PRADESH__PILIBHIT,Pilibhit,JITIN PRASADA,BJP,52.298511473822664,Pilibhit,JITIN PRASADA,BJP,50.04827012320664,NDA,False
Uttar Pradesh,UTTAR_PRADESH__SAMBHAL,Sambhal,ZIA UR REHMAN,SP,47.79657953293059,Sambhal,ZIA UR REHMAN,SP,50.0463477939608,INDIA,False
Rajasthan,RAJASTHAN__KOTA,KOTA,OM BIRLA,BJP,50.027830420415995,KOTA,OM BIRLA,BJP,50.027830420415995,NDA,False
Madhya Pradesh,MADHYA_PRADESH__GWALIOR,GWALIOR,BHARAT SINGH KUSHWAH,BJP,49.994081426175285,GWALIOR,BHARAT SINGH KUSHWAH,BJP,49.994081426175285,NDA,False
Bihar,BIHAR__BANKA,Banka,GIRIDHARI YADAV,JDU,49.96060759943007,Banka,GIRIDHARI YADAV,JDU,49.96060759943007,NDA,False
Jharkhand,JHARKHAND__LOHARDAGA,Lohardaga,SUKHDEO BHAGAT,INC,49.94576709318858,Lohardaga,SUKHDEO BHAGAT,INC,49.945767093188586,INDIA,False
Maharashtra,MAHARASHTRA__RAMTEK,Ramtek,Shyamkumar (Babalu) Daulat Barve,INC,48.943642855317954,Ramtek,Shyamkumar (Babalu) Daulat Barve,INC,49.944747897370526,INDIA,False
Karnataka,KARNATAKA__KOPPAL,Koppal,K. RAJASHEKAR BASAVARAJ HITNAL,INC,49.927987502784184,Koppal,K. RAJASHEKAR BASAVARAJ HITNAL,INC,49.92798750278417,INDIA,False
West Bengal,WEST_BENGAL__DARJEELING,Darjeeling,RAJU BISTA,BJP,51.17710251225694,Darjeeling,RAJU BISTA,BJP,49.92746518632531,NDA,False
Andhra Pradesh,ANDHRA_PRADESH__NANDYAL,Nandyal,DR BYREDDY SHABARI,TDP,49.92324222560519,Nandyal,DR BYREDDY SHABARI,TDP,49.92324222560519,NDA,False
Maharashtra,MAHARASHTRA__SANGLI,Sangli,VISHAL (DADA) PRAKASHBAPU PATIL,IND,48.91285003388253,Sangli,VISHAL (DADA) PRAKASHBAPU PATIL,IND,49.911071463145426,OTHER,False
Odisha,ODISHA__MAYURBHANJ,Mayurbhanj,NABA CHARAN MAJHI,BJP,49.91022528853115,Mayurbhanj,NABA CHARAN MAJHI,BJP,49.91022528853116,NDA,False
Bihar,BIHAR__PATLIPUTRA,Patliputra,MISHA BHARTI,RJD,49.85639367237921,Patliputra,MISHA BHARTI,RJD,49.85639367237923,INDIA,False
West Bengal,WEST_BENGAL__COOCHBEHAR,Coochbehar,JAGADISH CHANDRA BARMA BASUNIA,AITC,48.57373287789394,Coochbehar,JAGADISH CHANDRA BARMA BASUNIA,AITC,49.82460982875019,INDIA,False
Karnataka,KARNATAKA__GULBARGA,Gulbarga,RADHAKRISHNA,INC,49.77737114043207,Gulbarga,RADHAKRISHNA,INC,49.77737114043207,INDIA,False
Haryana,HARYANA__BHIWANI-MAHENDRAGARH,BHIWANI-MAHENDRAGARH,DHARAMBIR SINGH,BJP,49.7436612458224,BHIWANI-MAHENDRAGARH,DHARAMBIR SINGH,BJP,49.74366124582241,NDA,False
Uttar Pradesh,UTTAR_PRADESH__ETAWAH,Etawah,JITENDRA KUMAR DOHARE,SP,47.47094170542396,Etawah,JITENDRA KUMAR DOHARE,SP,49.72233005514822,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__SITAPUR,Sitapur,RAKESH RATHOR,INC,48.19698461454699,Sitapur,RAKESH RATHOR,INC,49.69392385307777,INDIA,False
Maharashtra,MAHARASHTRA__RAIGAD,Raigad,TATKARE SUNIL DATTATREY,NCP,50.16935235553731,Raigad,TATKARE SUNIL DATTATREY,NCP,49.6726260945914,NDA,False
Karnataka,KARNATAKA__HASSAN,Hassan,SHREYAS. M. PATEL,INC,49.6667544890912,Hassan,SHREYAS. M. PATEL,INC,49.6667544890912,INDIA,False
Kerala,KERALA__VADAKARA,Vadakara,SHAFI PARAMBIL,INC,49.64864770999878,Vadakara,SHAFI PARAMBIL,INC,49.64864770999877,INDIA,False
Gujarat,GUJARAT__PATAN,Patan,DABHI BHARATSINHJI SHANKARJI,BJP,49.613158721843895,Patan,DABHI BHARATSINHJI SHANKARJI,BJP,49.61315872184389,NDA,False
Jharkhand,JHARKHAND__GODDA,Godda,NISHIKANT DUBEY,BJP,49.57359584152241,Godda,NISHIKANT DUBEY,BJP,49.57359584152241,NDA,False
West Bengal,WEST_BENGAL__RANAGHAT,Ranaghat,JAGANNATH SARKAR,BJP,50.7840938004663,Ranaghat,JAGANNATH SARKAR,BJP,49.53641174175751,NDA,False
Bihar,BIHAR__UJIARPUR,Ujiarpur,NITYANAND RAI,BJP,49.513563414287745,Ujiarpur,NITYANAND RAI,BJP,49.513563414287745,NDA,False
Andhra Pradesh,ANDHRA_PRADESH__KURNOOLU,Kurnoolu,BASTIPATI NAGARAJU PANCHALINGALA,TDP,49.51336809991133,Kurnoolu,BASTIPATI NAGARAJU PANCHALINGALA,TDP,49.51336809991133,NDA,False
Odisha,ODISHA__SAMBALPUR,Sambalpur,DHARMENDRA PRADHAN,BJP,49.48096799072819,Sambalpur,DHARMENDRA PRADHAN,BJP,49.48096799072819,NDA,False
Rajasthan,RAJASTHAN__JHUNJHUNU,JHUNJHUNU,BRIJENDRA SINGH OLA,INC,49.43736275914336,JHUNJHUNU,BRIJENDRA SINGH OLA,INC,49.43736275914336,INDIA,False
Madhya Pradesh,MADHYA_PRADESH__CHHINDWARA,CHHINDWARA,BUNTY VIVEK SAHU,BJP,49.411761099364135,CHHINDWARA,BUNTY VIVEK SAHU,BJP,49.411761099364135,NDA,False
Maharashtra,MAHARASHTRA__NANDED,Nanded,CHAVAN VASANTRAO BALWANTRAO,INC,46.87721027357315,Nanded,CHAVAN VASANTRAO BALWANTRAO,INC,49.3709194682557,INDIA,False
West Bengal,WEST_BENGAL__BARDHAMAN_PURBA,Bardhaman Purba,DR. SHARMILA SARKAR,AITC,48.10640415144493,Bardhaman Purba,DR. SHARMILA SARKAR,AITC,49.35960612084072,INDIA,False
Andhra Pradesh,ANDHRA_PRADESH__ONGOLE,Ongole,MAGUNTA SREENIVASULU REDDY,TDP,49.352207192447835,Ongole,MAGUNTA SREENIVASULU REDDY,TDP,49.352207192447835,NDA,False
Uttar Pradesh,UTTAR_PRADESH__ETAH,Etah,DEVESH SHAKYA,SP,47.091938585543474,Etah,DEVESH SHAKYA,SP,49.345212522928826,INDIA,False
Haryana,HARYANA__AMBALA,AMBALA,VARUN CHAUDHRY,INC,49.279435547945305,AMBALA,VARUN CHAUDHRY,INC,49.2794355479453,INDIA,False
Rajasthan,RAJASTHAN__UDAIPUR,UDAIPUR,MANNA LAL RAWAT,BJP,49.27241226501226,UDAIPUR,MANNA LAL RAWAT,BJP,49.27241226501226,NDA,False
Chhattisgarh,CHHATTISGARH__RAJNANDGAON,RAJNANDGAON,SANTOSH PANDEY,BJP,49.264379792428144,RAJNANDGAON,SANTOSH PANDEY,BJP,49.264379792428144,NDA,False
West Bengal,WEST_BENGAL__BARDHAMAN-DURGAPUR,Bardhaman-Durgapur,AZAD KIRTI JHA,AITC,47.98774515189713,Bardhaman-Durgapur,AZAD KIRTI JHA,AITC,49.24153746457425,INDIA,False
Bihar,BIHAR__AURANGABAD,Aurangabad,ABHAY KUMAR SINHA,RJD,49.220514230134896,Aurangabad,ABHAY KUMAR SINHA,RJD,49.22051423013489,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__JALAUN,Jalaun,NARAYAN DAS AHIRWAR,SP,46.96226313146121,Jalaun,NARAYAN DAS AHIRWAR,SP,49.216182220359414,INDIA,False
Odisha,ODISHA__BERHAMPUR,Berhampur,DR. PRADEEP KUMAR PANIGRAHY,BJP,49.19845472772199,Berhampur,DR. PRADEEP KUMAR PANIGRAHY,BJP,49.19845472772198,NDA,False
Uttar Pradesh,UTTAR_PRADESH__GHAZIPUR,Ghazipur,AFZAL ANSARI,SP,46.82289561822366,Ghazipur,AFZAL ANSARI,SP,49.07750807783449,INDIA,False
Maharashtra,MAHARASHTRA__YAVATMAL-_WASHIM,Yavatmal- Washim,SANJAY UTTAMRAO DESHMUKH,SHSUBT,48.5346747937627,Yavatmal- Washim,SANJAY UTTAMRAO DESHMUKH,SHSUBT,49.044232469071986,INDIA,False
Chhattisgarh,CHHATTISGARH__SURGUJA,SURGUJA,CHINTAMANI MAHARAJ,BJP,49.00812152255013,SURGUJA,CHINTAMANI MAHARAJ,BJP,49.00812152255012,NDA,False
Assam,ASSAM__DIPHU,Diphu,AMARSING TISSO,BJP,49.00509206577947,Diphu,AMARSING TISSO,BJP,49.005092065779465,NDA,False
Uttar Pradesh,UTTAR_PRADESH__HATHRAS,Hathras,ANOOP PRADHAN BALMIKI,BJP,51.2363307226245,Hathras,ANOOP PRADHAN BALMIKI,BJP,48.991373853357715,NDA,False
Rajasthan,RAJASTHAN__JAIPUR_RURAL,JAIPUR RURAL,RAO RAJENDRA SINGH,BJP,48.9580477538996,JAIPUR RURAL,RAO RAJENDRA SINGH,BJP,48.95804775389959,NDA,False
Madhya Pradesh,MADHYA_PRADESH__MANDLA,MANDLA,FAGGAN SINGH KULASTE,BJP,48.92936588974442,MANDLA,FAGGAN SINGH KULASTE,BJP,48.92936588974442,NDA,False
Uttar Pradesh,UTTAR_PRADESH__PRATAPGARH,Pratapgarh,SHIV PAL SINGH PATEL (DR. S P SINGH),SP,46.65233804291831,Pratapgarh,SHIV PAL SINGH PATEL (DR. S P SINGH),SP,48.9077990476799,INDIA,False
Bihar,BIHAR__NALANDA,Nalanda,KAUSHALENDRA KUMAR,JDU,48.88415853783218,Nalanda,KAUSHALENDRA KUMAR,JDU,48.88415853783218,NDA,False
Gujarat,GUJARAT__BANASKANTHA,Banaskantha,GENIBEN NAGAJI THAKOR,INC,48.83214877792984,Banaskantha,GENIBEN NAGAJI THAKOR,INC,48.83214877792984,INDIA,False
Tamil Nadu,TAMIL_NADU__THANJAVUR,THANJAVUR,MURASOLI S,DMK,48.82298732582488,THANJAVUR,MURASOLI S,DMK,48.822987325824876,INDIA,False
Haryana,HARYANA__SONIPAT,SONIPAT,SATPAL BRAHAMCHARI,INC,48.81755674659947,SONIPAT,SATPAL BRAHAMCHARI,INC,48.81755674659948,INDIA,False
Kerala,KERALA__KANNUR,Kannur,K. SUDHAKARAN,INC,48.740100859609626,Kannur,K. SUDHAKARAN,INC,48.74010085960962,INDIA,False
Bihar,BIHAR__JHANJHARPUR,Jhanjharpur,RAMPRIT MANDAL,JDU,48.734755303129354,Jhanjharpur,RAMPRIT MANDAL,JDU,48.73475530312936,NDA,False
Chhattisgarh,CHHATTISGARH__JANJGIR-CHAMPA,JANJGIR-CHAMPA,KAMLESH JANGDE,BJP,48.71279377118888,JANJGIR-CHAMPA,KAMLESH JANGDE,BJP,48.71279377118888,NDA,False
West Bengal,WEST_BENGAL__KOLKATA_UTTAR,Kolkata Uttar,BANDYOPADHYAY SUDIP,AITC,47.44160520349362,Kolkata Uttar,BANDYOPADHYAY SUDIP,AITC,48.698114630341905,INDIA,False
West Bengal,WEST_BENGAL__MEDINIPUR,Medinipur,JUNE MALIAH,AITC,47.3953520707523,Medinipur,JUNE MALIAH,AITC,48.65209161268888,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__BALLIA,Ballia,SANATAN PANDEY,SP,46.36729863936259,Ballia,SANATAN PANDEY,SP,48.62417775060955,INDIA,False
West Bengal,WEST_BENGAL__KANTHI,Kanthi,ADHIKARI SOUMENDU,BJP,49.84954248767306,Kanthi,ADHIKARI SOUMENDU,BJP,48.60650993798315,NDA,False
Maharashtra,MAHARASHTRA__AHMEDNAGAR,Ahmednagar,NILESH DNYANDEV LANKE,NCPSP,47.13752105845669,Ahmednagar,NILESH DNYANDEV LANKE,NCPSP,48.595382534491435,INDIA,False
Haryana,HARYANA__HISAR,HISAR,JAI PARKASH (J P) S/O HARIKESH,INC,48.58331594434958,HISAR,JAI PARKASH (J P) S/O HARIKESH,INC,48.58331594434958,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__AMBEDKAR_NAGAR,Ambedkar Nagar,LALJI VERMA,SP,46.29824087431248,Ambedkar Nagar,LALJI VERMA,SP,48.55546355652983,INDIA,False
Odisha,ODISHA__ASKA,Aska,ANITA SUBHADARSHINI,BJP,48.55282469835369,Aska,ANITA SUBHADARSHINI,BJP,48.55282469835369,NDA,False
Uttar Pradesh,UTTAR_PRADESH__GORAKHPUR,Gorakhpur,RAVINDRA SHUKLA ALIAS RAVI KISHAN,BJP,50.747349518759755,Gorakhpur,RAVINDRA SHUKLA ALIAS RAVI KISHAN,BJP,48.50482539180074,NDA,False
Uttar Pradesh,UTTAR_PRADESH__JHANSI,Jhansi,ANURAG SHARMA,BJP,50.00456354409181,Jhansi,ANURAG SHARMA,BJP,48.489458125345266,NDA,False
Uttar Pradesh,UTTAR_PRADESH__JAUNPUR,Jaunpur,BABU SINGH KUSHWAHA,SP,46.20943411981252,Jaunpur,BABU SINGH KUSHWAHA,SP,48.467098626679125,INDIA,False
Kerala,KERALA__KOLLAM,Kollam,N K PREMACHANDRAN,RSP,48.44734741304654,Kollam,N K PREMACHANDRAN,RSP,48.44734741304654,UNKNOWN,False
Bihar,BIHAR__KATIHAR,Katihar,TARIQ ANWAR,INC,48.4054403326886,Katihar,TARIQ ANWAR,INC,48.4054403326886,INDIA,False
Tamil Nadu,TAMIL_NADU__ARAKKONAM,ARAKKONAM,S JAGATHRATCHAKAN,DMK,48.39365469977368,ARAKKONAM,S JAGATHRATCHAKAN,DMK,48.39365469977368,INDIA,False
Bihar,BIHAR__VAISHALI,Vaishali,VEENA DEVI,LJPRV,48.38003173898947,Vaishali,VEENA DEVI,LJPRV,48.38003173898948,UNKNOWN,False
Andhra Pradesh,ANDHRA_PRADESH__RAJAMPET,Rajampet,P V MIDHUN REDDY,YSRCP,48.377607677470614,Rajampet,P V MIDHUN REDDY,YSRCP,48.37760767747061,OTHER,False
Goa,GOA__SOUTH_GOA,South Goa,CAPTAIN VIRIATO FERNANDES,INC,48.35212643167895,South Goa,CAPTAIN VIRIATO FERNANDES,INC,48.35212643167894,INDIA,False
Telangana,TELANGANA__CHEVELLA,Chevella,KONDA VISHWESHWAR REDDY,BJP,48.34094764449782,Chevella,KONDA VISHWESHWAR REDDY,BJP,48.340947644497824,NDA,False
Bihar,BIHAR__SUPAUL,Supaul,DILESHWAR KAMAIT,JDU,48.33329813485997,Supaul,DILESHWAR KAMAIT,JDU,48.33329813485997,NDA,False
Maharashtra,MAHARASHTRA__MAVAL,Maval,SHRIRANG APPA CHANDU BARNE,SHS,48.81157615078473,Maval,SHRIRANG APPA CHANDU BARNE,SHS,48.328293218598745,NDA,False
Manipur,MANIPUR__OUTER_MANIPUR,Outer Manipur,ALFRED KANNGAM S ARTHUR,INC,48.316441476777094,Outer Manipur,ALFRED KANNGAM S ARTHUR,INC,48.316441476777094,INDIA,False
Bihar,BIHAR__MUNGER,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JDU,48.29735549974058,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JDU,48.29735549974058,NDA,False
Bihar,BIHAR__ARRAH,Arrah,SUDAMA PRASAD,CPI(ML)(L),48.27656646552266,Arrah,SUDAMA PRASAD,CPI(ML)(L),48.27656646552266,UNKNOWN,False
West Bengal,WEST_BENGAL__BIRBHUM,Birbhum,SATABDI ROY,AITC,47.004449297906554,Birbhum,SATABDI ROY,AITC,48.26313362975776,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__BADAUN,Badaun,ADITYA YADAV,SP,45.9673519185465,Badaun,ADITYA YADAV,SP,48.22622081447413,INDIA,False
Chandigarh,CHANDIGARH__CHANDIGARH,Chandigarh,MANISH TEWARI,INC,48.223693728785264,Chandigarh,MANISH TEWARI,INC,48.22369372878526,INDIA,False
Odisha,ODISHA__KENDRAPARA,Kendrapara,BAIJAYANT PANDA,BJP,48.21087958105345,Kendrapara,BAIJAYANT PANDA,BJP,48.21087958105344,NDA,False
Rajasthan,RAJASTHAN__NAGAUR,NAGAUR,HANUMAN BENIWAL,RLTP,48.20088932096219,NAGAUR,HANUMAN BENIWAL,RLTP,48.2008893209622,UNKNOWN,False
Uttar Pradesh,UTTAR_PRADESH__KHERI,Kheri,UTKARSH VERMA 'MADHUR',SP,45.93570410735816,Kheri,UTKARSH VERMA 'MADHUR',SP,48.19473045508275,INDIA,False
Ladakh,LADAKH__LADAKH,Ladakh,MOHMAD HANEEFA,IND,48.15309465482129,Ladakh,MOHMAD HANEEFA,IND,48.15309465482129,OTHER,False
Bihar,BIHAR__GOPALGANJ,Gopalganj,DR. ALOK KUMAR SUMAN,JDU,48.15174026623971,Gopalganj,DR. ALOK KUMAR SUMAN,JDU,48.15174026623972,NDA,False
Telangana,TELANGANA__NIZAMABAD,Nizamabad,ARVIND DHARMAPURI,BJP,48.01614162345238,Nizamabad,ARVIND DHARMAPURI,BJP,48.01614162345238,NDA,False
Maharashtra,MAHARASHTRA__DINDORI,Dindori,BHASKAR MURLIDHAR BHAGARE,NCPSP,46.525453094906155,Dindori,BHASKAR MURLIDHAR BHAGARE,NCPSP,47.964384633923885,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__SANT_KABIR_NAGAR,Sant Kabir Nagar,LAXMIKANT PAPPU NISHAD,SP,45.70143749736529,Sant Kabir Nagar,LAXMIKANT PAPPU NISHAD,SP,47.96162935061223,INDIA,False
Karnataka,KARNATAKA__DAVANAGERE,Davanagere,DR. PRABHA MALLIKARJUN,INC,47.94564848587666,Davanagere,DR. PRABHA MALLIKARJUN,INC,47.94564848587666,INDIA,False
Assam,ASSAM__DARRANG-UDALGURI,Darrang-Udalguri,DILIP SAIKIA,BJP,47.9453953180212,Darrang-Udalguri,DILIP SAIKIA,BJP,47.9453953180212,NDA,False
Bihar,BIHAR__ARARIA,Araria,PRADEEP KUMAR SINGH,BJP,47.91355304336719,Araria,PRADEEP KUMAR SINGH,BJP,47.913553043367195,NDA,False
Bihar,BIHAR__JAHANABAD,Jahanabad,SURENDRA PRASAD YADAV,RJD,47.87652506564942,Jahanabad,SURENDRA PRASAD YADAV,RJD,47.87652506564942,INDIA,False
Tamil Nadu,TAMIL_NADU__NAGAPATTINAM,NAGAPATTINAM,SELVARAJ V,CPI,47.79432092751264,NAGAPATTINAM,SELVARAJ V,CPI,47.79432092751264,INDIA,False
West Bengal,WEST_BENGAL__ASANSOL,Asansol,SHATRUGHAN PRASAD SINHA,AITC,46.53295327074081,Asansol,SHATRUGHAN PRASAD SINHA,AITC,47.79398335397096,INDIA,False
Tamil Nadu,TAMIL_NADU__TIRUVANNAMALAI,TIRUVANNAMALAI,"ANNADURAI, C.N.",DMK,47.752934946561595,TIRUVANNAMALAI,"ANNADURAI, C.N.",DMK,47.752934946561595,INDIA,False
Kerala,KERALA__KOZHIKODE,Kozhikode,M. K. RAGHAVAN,INC,47.742855832301274,Kozhikode,M. K. RAGHAVAN,INC,47.74285583230128,INDIA,False
West Bengal,WEST_BENGAL__ALIPURDUARS,Alipurduars,MANOJ TIGGA,BJP,48.91792464976161,Alipurduars,MANOJ TIGGA,BJP,47.67952701468816,NDA,False
Tamil Nadu,TAMIL_NADU__MAYILADUTHURAI,MAYILADUTHURAI,SUDHA R,INC,47.66527413607328,MAYILADUTHURAI,SUDHA R,INC,47.66527413607328,INDIA,False
West Bengal,WEST_BENGAL__HOOGHLY,Hooghly,RACHNA BANERJEE,AITC,46.30898886400164,Hooghly,RACHNA BANERJEE,AITC,47.57113319801158,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__GONDA,Gonda,KIRTIVARDHAN SINGH,BJP,49.77080106287859,Gonda,KIRTIVARDHAN SINGH,BJP,47.53313538594885,NDA,False
Assam,ASSAM__KARIMGANJ,Karimganj,KRIPANATH MALLAH,BJP,47.52825486841715,Karimganj,KRIPANATH MALLAH,BJP,47.52825486841715,NDA,False
Bihar,BIHAR__VALMIKI_NAGAR,Valmiki Nagar,SUNIL KUMAR,JDU,47.50478748990316,Valmiki Nagar,SUNIL KUMAR,JDU,47.50478748990316,NDA,False
Uttar Pradesh,UTTAR_PRADESH__AONLA,Aonla,NEERAJ MAURYA,SP,45.23067400376161,Aonla,NEERAJ MAURYA,SP,47.4932079639419,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__FATEHPUR,Fatehpur,NARESH CHANDRA UTTAM PATEL,SP,45.19903445883441,Fatehpur,NARESH CHANDRA UTTAM PATEL,SP,47.46172582968598,INDIA,False
Bihar,BIHAR__PURNIA,Purnia,RAJESH RANJAN ALIAS PAPPU YADAV,IND,47.46070557698162,Purnia,RAJESH RANJAN ALIAS PAPPU YADAV,IND,47.46070557698161,OTHER,False
Uttar Pradesh,UTTAR_PRADESH__ROBERTSGANJ,Robertsganj,CHHOTELAL,SP,46.14435215864573,Robertsganj,CHHOTELAL,SP,47.45790454502022,INDIA,False
Odisha,ODISHA__CUTTACK,Cuttack,BHARTRUHARI MAHTAB,BJP,47.43070766732543,Cuttack,BHARTRUHARI MAHTAB,BJP,47.430707667325436,NDA,False
Tamil Nadu,TAMIL_NADU__POLLACHI,POLLACHI,ESWARASAMY K,DMK,47.36728993956725,POLLACHI,ESWARASAMY K,DMK,47.36728993956725,INDIA,False
Odisha,ODISHA__BHUBANESWAR,Bhubaneswar,APARAJITA SARANGI,BJP,47.35833452687312,Bhubaneswar,APARAJITA SARANGI,BJP,47.35833452687313,NDA,False
West Bengal,WEST_BENGAL__JALPAIGURI,Jalpaiguri,DR JAYANTA KUMAR ROY,BJP,48.56648139337008,Jalpaiguri,DR JAYANTA KUMAR ROY,BJP,47.329832232209036,NDA,False
Maharashtra,MAHARASHTRA__AMRAVATI,Amravati,BALWANT BASWANT WANKHADE,INC,44.8432529893599,Amravati,BALWANT BASWANT WANKHADE,INC,47.31641716096959,INDIA,False
West Bengal,WEST_BENGAL__TAMLUK,Tamluk,ABHIJIT GANGOPADHYAY,BJP,48.53704291902906,Tamluk,ABHIJIT GANGOPADHYAY,BJP,47.300540217939364,NDA,False
Tamil Nadu,TAMIL_NADU__KARUR,KARUR,JOTHIMANI. S,INC,47.25130184754139,KARUR,JOTHIMANI. S,INC,47.251301847541384,INDIA,False
Chhattisgarh,CHHATTISGARH__KANKER,KANKER,BHOJRAJ NAG,BJP,47.22698784364828,KANKER,BHOJRAJ NAG,BJP,47.226987843648274,NDA,False
Bihar,BIHAR__NAWADA,Nawada,VIVEK THAKUR,BJP,47.20337521698645,Nawada,VIVEK THAKUR,BJP,47.20337521698645,NDA,False
Bihar,BIHAR__SITAMARHI,Sitamarhi,DEVESH CHANDRA THAKUR,JDU,47.14102114092242,Sitamarhi,DEVESH CHANDRA THAKUR,JDU,47.14102114092242,NDA,False
West Bengal,WEST_BENGAL__JADAVPUR,Jadavpur,SAYANI GHOSH,AITC,45.82795247266374,Jadavpur,SAYANI GHOSH,AITC,47.092490022550976,INDIA,False
Maharashtra,MAHARASHTRA__JALNA,Jalna,KALYAN VAIJINATHRAO KALE,INC,44.58654739700266,Jalna,KALYAN VAIJINATHRAO KALE,INC,47.057118582830974,INDIA,False
Tamil Nadu,TAMIL_NADU__TIRUNELVELI,TIRUNELVELI,ROBERT BRUCE C,INC,47.055781639948734,TIRUNELVELI,ROBERT BRUCE C,INC,47.05578163994875,INDIA,False
Maharashtra,MAHARASHTRA__RATNAGIRI-_SINDHUDURG,Ratnagiri- Sindhudurg,NARAYAN TATU RANE,BJP,49.06951352131968,Ratnagiri- Sindhudurg,NARAYAN TATU RANE,BJP,47.009707674816,NDA,False
Tamil Nadu,TAMIL_NADU__CHENNAI_SOUTH,CHENNAI SOUTH,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,DMK,46.99519066769397,CHENNAI SOUTH,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,DMK,46.99519066769397,INDIA,False
West Bengal,WEST_BENGAL__ARAMBAG,Arambag,BAG MITALI,AITC,45.70563775151869,Arambag,BAG MITALI,AITC,46.97078383235691,INDIA,False
West Bengal,WEST_BENGAL__BANGAON,Bangaon,SHANTANU THAKUR,BJP,48.18840967967488,Bangaon,SHANTANU THAKUR,BJP,46.953641472313315,NDA,False
