row_index,state,constituency,state_key,constituency_key,canonical_state_key,canonical_constituency_key,repair_class,completion_category,exists_in_election_master,exists_in_geojson,exists_in_delimitation_reference,reason
310,Maharashtra,Mumbai North East,MAHARASHTRA,MUMBAI NORTH EAST,MAHARASHTRA,MUMBAI NORTH EAST,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
311,Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,MAHARASHTRA,MUMBAI NORTH WEST,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
312,Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,MAHARASHTRA,MUMBAI SOUTH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
313,Maharashtra,Mumbai South Central,MAHARASHTRA,MUMBAI SOUTH CENTRAL,MAHARASHTRA,MUMBAI SOUTH CENTRAL,true_missing,partial_demographics_missing_core_fields,True,False,True,Canonical seat with real data gap
314,Maharashtra,Nagpur,MAHARASHTRA,NAGPUR,MAHARASHTRA,NAGPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
315,Maharashtra,Nanded,MAHARASHTRA,NANDED,MAHARASHTRA,NANDED,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
316,Maharashtra,Nandurbar,MAHARASHTRA,NANDURBAR,MAHARASHTRA,NANDURBAR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
317,Maharashtra,Nashik,MAHARASHTRA,NASHIK,MAHARASHTRA,NASHIK,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
318,Maharashtra,Osmanabad,MAHARASHTRA,OSMANABAD,MAHARASHTRA,OSMANABAD,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
319,Maharashtra,Palghar,MAHARASHTRA,PALGHAR,MAHARASHTRA,PALGHAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
320,Maharashtra,Parbhani,MAHARASHTRA,PARBHANI,MAHARASHTRA,PARBHANI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
321,Maharashtra,Pune,MAHARASHTRA,PUNE,MAHARASHTRA,PUNE,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
322,Maharashtra,Raigad,MAHARASHTRA,RAIGAD,MAHARASHTRA,RAIGAD,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
323,Maharashtra,Ramtek,MAHARASHTRA,RAMTEK,MAHARASHTRA,RAMTEK,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
324,Maharashtra,Ratnagiri- Sindhudurg,MAHARASHTRA,RATNAGIRI SINDHUDURG,MAHARASHTRA,RATNAGIRI SINDHUDURG,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
325,Maharashtra,Raver,MAHARASHTRA,RAVER,MAHARASHTRA,RAVER,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
326,Maharashtra,Sangli,MAHARASHTRA,SANGLI,MAHARASHTRA,SANGLI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
327,Maharashtra,Satara,MAHARASHTRA,SATARA,MAHARASHTRA,SATARA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
328,Maharashtra,Shirdi,MAHARASHTRA,SHIRDI,MAHARASHTRA,SHIRDI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
329,Maharashtra,Shirur,MAHARASHTRA,SHIRUR,MAHARASHTRA,SHIRUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
330,Maharashtra,Solapur,MAHARASHTRA,SOLAPUR,MAHARASHTRA,SOLAPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
331,Maharashtra,Thane,MAHARASHTRA,THANE,MAHARASHTRA,THANE,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
332,Maharashtra,Wardha,MAHARASHTRA,WARDHA,MAHARASHTRA,WARDHA,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
333,Maharashtra,Yavatmal- Washim,MAHARASHTRA,YAVATMAL WASHIM,MAHARASHTRA,YAVATMAL WASHIM,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
334,Manipur,Inner Manipur,MANIPUR,INNER MANIPUR,MANIPUR,INNER MANIPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
335,Manipur,Outer Manipur,MANIPUR,OUTER MANIPUR,MANIPUR,OUTER MANIPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
336,Meghalaya,Shillong,MEGHALAYA,SHILLONG,MEGHALAYA,SHILLONG,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
337,Meghalaya,Tura,MEGHALAYA,TURA,MEGHALAYA,TURA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
338,Mizoram,MIZORAM,MIZORAM,MIZORAM,MIZORAM,MIZORAM,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
339,NCT OF Delhi,Chandni Chowk,NCT OF DELHI,CHANDNI CHOWK,NCT OF DELHI,CHANDNI CHOWK,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
340,NCT OF Delhi,East Delhi,NCT OF DELHI,EAST DELHI,NCT OF DELHI,EAST DELHI,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
341,NCT OF Delhi,New Delhi,NCT OF DELHI,NEW DELHI,NCT OF DELHI,NEW DELHI,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
342,NCT OF Delhi,North-East Delhi,NCT OF DELHI,NORTH EAST DELHI,NCT OF DELHI,NORTH EAST DELHI,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
343,NCT OF Delhi,North-West Delhi,NCT OF DELHI,NORTH WEST DELHI,NCT OF DELHI,NORTH WEST DELHI,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
344,NCT OF Delhi,South Delhi,NCT OF DELHI,SOUTH DELHI,NCT OF DELHI,SOUTH DELHI,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
345,NCT OF Delhi,West Delhi,NCT OF DELHI,WEST DELHI,NCT OF DELHI,WEST DELHI,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
346,Nagaland,Nagaland,NAGALAND,NAGALAND,NAGALAND,NAGALAND,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
347,Odisha,Aska,ODISHA,ASKA,ODISHA,ASKA,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
348,Odisha,Balasore,ODISHA,BALASORE,ODISHA,BALASORE,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
349,Odisha,Bargarh,ODISHA,BARGARH,ODISHA,BARGARH,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
350,Odisha,Berhampur,ODISHA,BERHAMPUR,ODISHA,BERHAMPUR,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
351,Odisha,Bhadrak,ODISHA,BHADRAK,ODISHA,BHADRAK,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
352,Odisha,Bhubaneswar,ODISHA,BHUBANESWAR,ODISHA,BHUBANESWAR,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
353,Odisha,Bolangir,ODISHA,BOLANGIR,ODISHA,BOLANGIR,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
354,Odisha,Cuttack,ODISHA,CUTTACK,ODISHA,CUTTACK,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
355,Odisha,Dhenkanal,ODISHA,DHENKANAL,ODISHA,DHENKANAL,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
356,Odisha,Jagatsinghpur,ODISHA,JAGATSINGHPUR,ODISHA,JAGATSINGHPUR,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
357,Odisha,Jajpur,ODISHA,JAJPUR,ODISHA,JAJPUR,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
358,Odisha,Kalahandi,ODISHA,KALAHANDI,ODISHA,KALAHANDI,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
359,Odisha,Kandhamal,ODISHA,KANDHAMAL,ODISHA,KANDHAMAL,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
360,Odisha,Kendrapara,ODISHA,KENDRAPARA,ODISHA,KENDRAPARA,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
361,Odisha,Keonjhar,ODISHA,KEONJHAR,ODISHA,KEONJHAR,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
362,Odisha,Koraput,ODISHA,KORAPUT,ODISHA,KORAPUT,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
363,Odisha,Mayurbhanj,ODISHA,MAYURBHANJ,ODISHA,MAYURBHANJ,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
364,Odisha,Nabarangpur,ODISHA,NABARANGPUR,ODISHA,NABARANGPUR,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
365,Odisha,Puri,ODISHA,PURI,ODISHA,PURI,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
366,Odisha,Sambalpur,ODISHA,SAMBALPUR,ODISHA,SAMBALPUR,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
367,Odisha,Sundargarh,ODISHA,SUNDARGARH,ODISHA,SUNDARGARH,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
368,Orissa,Aska,ORISSA,ASKA,ODISHA,ASKA,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::ASKA
369,Orissa,Balasore,ORISSA,BALASORE,ODISHA,BALASORE,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::BALASORE
370,Orissa,Bargarh,ORISSA,BARGARH,ODISHA,BARGARH,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::BARGARH
371,Orissa,Berhampur,ORISSA,BERHAMPUR,ODISHA,BERHAMPUR,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::BERHAMPUR
372,Orissa,Bhadrak,ORISSA,BHADRAK,ODISHA,BHADRAK,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::BHADRAK
373,Orissa,Bhubaneswar,ORISSA,BHUBANESWAR,ODISHA,BHUBANESWAR,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::BHUBANESWAR
374,Orissa,Bolangir,ORISSA,BOLANGIR,ODISHA,BOLANGIR,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::BOLANGIR
375,Orissa,Cuttack,ORISSA,CUTTACK,ODISHA,CUTTACK,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::CUTTACK
376,Orissa,Dhenkanal,ORISSA,DHENKANAL,ODISHA,DHENKANAL,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::DHENKANAL
377,Orissa,Jagatsinghpur,ORISSA,JAGATSINGHPUR,ODISHA,JAGATSINGHPUR,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::JAGATSINGHPUR
378,Orissa,Jajpur,ORISSA,JAJPUR,ODISHA,JAJPUR,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::JAJPUR
379,Orissa,Kalahandi,ORISSA,KALAHANDI,ODISHA,KALAHANDI,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::KALAHANDI
380,Orissa,Kandhamal,ORISSA,KANDHAMAL,ODISHA,KANDHAMAL,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::KANDHAMAL
381,Orissa,Kendrapara,ORISSA,KENDRAPARA,ODISHA,KENDRAPARA,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::KENDRAPARA
382,Orissa,Keonjhar,ORISSA,KEONJHAR,ODISHA,KEONJHAR,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::KEONJHAR
383,Orissa,Koraput,ORISSA,KORAPUT,ODISHA,KORAPUT,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::KORAPUT
384,Orissa,Mayurbhanj,ORISSA,MAYURBHANJ,ODISHA,MAYURBHANJ,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::MAYURBHANJ
385,Orissa,"NABARANGPUR 73. Umarkote, 74. Jharigam, 75. Nabarangpur",ORISSA,NABARANGPUR 73 UMARKOTE 74 JHARIGAM 75 NABARANGPUR,ODISHA,NABARANGPUR 73 UMARKOTE 74 JHARIGAM 75 NABARANGPUR,reference_old_name,reference_only_not_in_current_election,False,False,True,Delimitation/reference old constituency name
386,Orissa,Nabarangpur,ORISSA,NABARANGPUR,ODISHA,NABARANGPUR,alias_duplicate,no_election_data_needs_election_results,False,True,False,Alias of canonical seat ODISHA::NABARANGPUR
387,Orissa,Puri,ORISSA,PURI,ODISHA,PURI,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::PURI
388,Orissa,Sambalpur,ORISSA,SAMBALPUR,ODISHA,SAMBALPUR,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::SAMBALPUR
389,Orissa,Sundargarh,ORISSA,SUNDARGARH,ODISHA,SUNDARGARH,alias_duplicate,no_election_data_needs_election_results,False,True,True,Alias of canonical seat ODISHA::SUNDARGARH
390,Puducherry,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
391,Punjab,Amritsar,PUNJAB,AMRITSAR,PUNJAB,AMRITSAR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
392,Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,PUNJAB,ANANDPUR SAHIB,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
393,Punjab,Bathinda,PUNJAB,BATHINDA,PUNJAB,BATHINDA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
394,Punjab,Faridkot,PUNJAB,FARIDKOT,PUNJAB,FARIDKOT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
395,Punjab,Fatehgarh Sahib,PUNJAB,FATEHGARH SAHIB,PUNJAB,FATEHGARH SAHIB,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
396,Punjab,Firozepur,PUNJAB,FIROZEPUR,PUNJAB,FIROZPUR,alias_duplicate,no_election_data_needs_election_results,False,True,False,Alias of canonical seat PUNJAB::FIROZPUR
397,Punjab,Firozpur,PUNJAB,FIROZPUR,PUNJAB,FIROZPUR,true_missing,partial_demographics_missing_core_fields,True,False,True,Canonical seat with real data gap
398,Punjab,Gurdaspur,PUNJAB,GURDASPUR,PUNJAB,GURDASPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
399,Punjab,Hoshiarpur,PUNJAB,HOSHIARPUR,PUNJAB,HOSHIARPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
400,Punjab,Jalandhar,PUNJAB,JALANDHAR,PUNJAB,JALANDHAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
401,Punjab,Khadoor Sahib,PUNJAB,KHADOOR SAHIB,PUNJAB,KHADOOR SAHIB,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
402,Punjab,Ludhiana,PUNJAB,LUDHIANA,PUNJAB,LUDHIANA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
403,Punjab,Patiala,PUNJAB,PATIALA,PUNJAB,PATIALA,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
404,Punjab,Sangrur,PUNJAB,SANGRUR,PUNJAB,SANGRUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
405,Rajasthan,AJMER,RAJASTHAN,AJMER,RAJASTHAN,AJMER,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
406,Rajasthan,ALWAR,RAJASTHAN,ALWAR,RAJASTHAN,ALWAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
407,Rajasthan,BANSWARA,RAJASTHAN,BANSWARA,RAJASTHAN,BANSWARA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
408,Rajasthan,BARMER,RAJASTHAN,BARMER,RAJASTHAN,BARMER,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
409,Rajasthan,BHARATPUR,RAJASTHAN,BHARATPUR,RAJASTHAN,BHARATPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
410,Rajasthan,BHILWARA,RAJASTHAN,BHILWARA,RAJASTHAN,BHILWARA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
411,Rajasthan,BIKANER,RAJASTHAN,BIKANER,RAJASTHAN,BIKANER,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
412,Rajasthan,CHITTORGARH,RAJASTHAN,CHITTORGARH,RAJASTHAN,CHITTORGARH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
413,Rajasthan,CHURU,RAJASTHAN,CHURU,RAJASTHAN,CHURU,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
414,Rajasthan,DAUSA,RAJASTHAN,DAUSA,RAJASTHAN,DAUSA,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
415,Rajasthan,GANGANAGAR,RAJASTHAN,GANGANAGAR,RAJASTHAN,GANGANAGAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
416,Rajasthan,JAIPUR,RAJASTHAN,JAIPUR,RAJASTHAN,JAIPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
417,Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
418,Rajasthan,JALORE,RAJASTHAN,JALORE,RAJASTHAN,JALORE,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
419,Rajasthan,JHALAWAR-BARAN,RAJASTHAN,JHALAWAR BARAN,RAJASTHAN,JHALAWAR BARAN,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
420,Rajasthan,JHUNJHUNU,RAJASTHAN,JHUNJHUNU,RAJASTHAN,JHUNJHUNU,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
421,Rajasthan,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,JODHPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
422,Rajasthan,KARAULI-DHOLPUR,RAJASTHAN,KARAULI DHOLPUR,RAJASTHAN,KARAULI DHOLPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
423,Rajasthan,KOTA,RAJASTHAN,KOTA,RAJASTHAN,KOTA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
424,Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,RAJASTHAN,NAGAUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
425,Rajasthan,PALI,RAJASTHAN,PALI,RAJASTHAN,PALI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
426,Rajasthan,RAJSAMAND,RAJASTHAN,RAJSAMAND,RAJASTHAN,RAJSAMAND,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
427,Rajasthan,SIKAR,RAJASTHAN,SIKAR,RAJASTHAN,SIKAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
428,Rajasthan,TONK-SAWAI MADHOPUR,RAJASTHAN,TONK SAWAI MADHOPUR,RAJASTHAN,TONK SAWAI MADHOPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
429,Rajasthan,UDAIPUR,RAJASTHAN,UDAIPUR,RAJASTHAN,UDAIPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
430,Sikkim,Sikkim,SIKKIM,SIKKIM,SIKKIM,SIKKIM,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
431,Tamil Nadu,ARAKKONAM,TAMIL NADU,ARAKKONAM,TAMIL NADU,ARAKKONAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
432,Tamil Nadu,ARANI,TAMIL NADU,ARANI,TAMIL NADU,ARANI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
433,Tamil Nadu,CHENNAI CENTRAL,TAMIL NADU,CHENNAI CENTRAL,TAMIL NADU,CHENNAI CENTRAL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
434,Tamil Nadu,CHENNAI NORTH,TAMIL NADU,CHENNAI NORTH,TAMIL NADU,CHENNAI NORTH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
435,Tamil Nadu,CHENNAI SOUTH,TAMIL NADU,CHENNAI SOUTH,TAMIL NADU,CHENNAI SOUTH,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
436,Tamil Nadu,CHIDAMBARAM,TAMIL NADU,CHIDAMBARAM,TAMIL NADU,CHIDAMBARAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
437,Tamil Nadu,COIMBATORE,TAMIL NADU,COIMBATORE,TAMIL NADU,COIMBATORE,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
438,Tamil Nadu,CUDDALORE,TAMIL NADU,CUDDALORE,TAMIL NADU,CUDDALORE,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
439,Tamil Nadu,DHARMAPURI,TAMIL NADU,DHARMAPURI,TAMIL NADU,DHARMAPURI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
440,Tamil Nadu,DINDIGUL,TAMIL NADU,DINDIGUL,TAMIL NADU,DINDIGUL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
441,Tamil Nadu,ERODE,TAMIL NADU,ERODE,TAMIL NADU,ERODE,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
442,Tamil Nadu,KALLAKURICHI,TAMIL NADU,KALLAKURICHI,TAMIL NADU,KALLAKURICHI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
443,Tamil Nadu,KANCHEEPURAM,TAMIL NADU,KANCHEEPURAM,TAMIL NADU,KANCHEEPURAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
444,Tamil Nadu,KANNIYAKUMARI,TAMIL NADU,KANNIYAKUMARI,TAMIL NADU,KANNIYAKUMARI,true_missing,election_only_needs_demographics,True,False,True,Canonical seat with real data gap
445,Tamil Nadu,KARUR,TAMIL NADU,KARUR,TAMIL NADU,KARUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
446,Tamil Nadu,KRISHNAGIRI,TAMIL NADU,KRISHNAGIRI,TAMIL NADU,KRISHNAGIRI,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
447,Tamil Nadu,Kanyakumari,TAMIL NADU,KANYAKUMARI,TAMIL NADU,KANNIYAKUMARI,alias_duplicate,no_election_data_needs_election_results,False,True,False,Alias of canonical seat TAMIL NADU::KANNIYAKUMARI
448,Tamil Nadu,MADURAI,TAMIL NADU,MADURAI,TAMIL NADU,MADURAI,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
449,Tamil Nadu,MAYILADUTHURAI,TAMIL NADU,MAYILADUTHURAI,TAMIL NADU,MAYILADUTHURAI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
450,Tamil Nadu,NAGAPATTINAM,TAMIL NADU,NAGAPATTINAM,TAMIL NADU,NAGAPATTINAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
451,Tamil Nadu,NAMAKKAL,TAMIL NADU,NAMAKKAL,TAMIL NADU,NAMAKKAL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
452,Tamil Nadu,NILGIRIS,TAMIL NADU,NILGIRIS,TAMIL NADU,NILGIRIS,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
453,Tamil Nadu,PERAMBALUR,TAMIL NADU,PERAMBALUR,TAMIL NADU,PERAMBALUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
454,Tamil Nadu,POLLACHI,TAMIL NADU,POLLACHI,TAMIL NADU,POLLACHI,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
455,Tamil Nadu,RAMANATHAPURAM,TAMIL NADU,RAMANATHAPURAM,TAMIL NADU,RAMANATHAPURAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
456,Tamil Nadu,SALEM,TAMIL NADU,SALEM,TAMIL NADU,SALEM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
457,Tamil Nadu,SIVAGANGA,TAMIL NADU,SIVAGANGA,TAMIL NADU,SIVAGANGA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
458,Tamil Nadu,SRIPERUMBUDUR,TAMIL NADU,SRIPERUMBUDUR,TAMIL NADU,SRIPERUMBUDUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
459,Tamil Nadu,TENKASI,TAMIL NADU,TENKASI,TAMIL NADU,TENKASI,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
460,Tamil Nadu,THANJAVUR,TAMIL NADU,THANJAVUR,TAMIL NADU,THANJAVUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
461,Tamil Nadu,THENI,TAMIL NADU,THENI,TAMIL NADU,THENI,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
462,Tamil Nadu,THOOTHUKKUDI,TAMIL NADU,THOOTHUKKUDI,TAMIL NADU,THOOTHUKKUDI,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
463,Tamil Nadu,TIRUCHIRAPPALLI,TAMIL NADU,TIRUCHIRAPPALLI,TAMIL NADU,TIRUCHIRAPPALLI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
464,Tamil Nadu,TIRUNELVELI,TAMIL NADU,TIRUNELVELI,TAMIL NADU,TIRUNELVELI,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
465,Tamil Nadu,TIRUPPUR,TAMIL NADU,TIRUPPUR,TAMIL NADU,TIRUPPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
466,Tamil Nadu,TIRUVALLUR,TAMIL NADU,TIRUVALLUR,TAMIL NADU,TIRUVALLUR,true_missing,partial_demographics_missing_core_fields,True,False,True,Canonical seat with real data gap
