state,constituency,state_key,constituency_key,completion_category,exists_in_election_master,exists_in_frontend_constituencies,exists_in_geojson,exists_in_delimitation_reference,possible_state_alias,possible_constituency_alias,closest_delimitation_match,closest_frontend_match,skip_reason,districts_missing,autofill_rows_created,expected_core_fields,recommended_action
Odisha,Bargarh,ODISHA,BARGARH,election_only_needs_demographics,True,True,True,True,,,BARGARH,Odisha / Bargarh,partial_field_skip,,7,10,likely_duplicate
Odisha,Berhampur,ODISHA,BERHAMPUR,election_only_needs_demographics,True,True,True,True,,,BERHAMPUR,Odisha / Berhampur,partial_field_skip,,7,10,likely_duplicate
Odisha,Bhadrak,ODISHA,BHADRAK,election_only_needs_demographics,True,True,True,True,,,BHADRAK,Odisha / Bhadrak,partial_field_skip,,7,10,likely_duplicate
Odisha,Bhubaneswar,ODISHA,BHUBANESWAR,election_only_needs_demographics,True,True,True,True,,,BHUBANESWAR,Odisha / Bhubaneswar,partial_field_skip,,7,10,likely_duplicate
Odisha,Bolangir,ODISHA,BOLANGIR,election_only_needs_demographics,True,True,True,True,,,BOLANGIR,Odisha / Bolangir,partial_field_skip,,7,10,likely_duplicate
Odisha,Cuttack,ODISHA,CUTTACK,election_only_needs_demographics,True,True,True,True,,,CUTTACK,Odisha / Cuttack,partial_field_skip,,7,10,likely_duplicate
Odisha,Dhenkanal,ODISHA,DHENKANAL,election_only_needs_demographics,True,True,True,True,,,DHENKANAL,Odisha / Dhenkanal,partial_field_skip,,7,10,likely_duplicate
Odisha,Jagatsinghpur,ODISHA,JAGATSINGHPUR,election_only_needs_demographics,True,True,True,True,,,JAGATSINGHPUR,Odisha / Jagatsinghpur,partial_field_skip,,7,10,likely_duplicate
Odisha,Jajpur,ODISHA,JAJPUR,election_only_needs_demographics,True,True,True,True,,,JAJPUR,Odisha / Jajpur,partial_field_skip,,7,10,likely_duplicate
Odisha,Kalahandi,ODISHA,KALAHANDI,election_only_needs_demographics,True,True,True,True,,,KALAHANDI,Odisha / Kalahandi,partial_field_skip,,7,10,likely_duplicate
Odisha,Kandhamal,ODISHA,KANDHAMAL,election_only_needs_demographics,True,True,True,True,,,KANDHAMAL,Odisha / Kandhamal,partial_field_skip,,7,10,likely_duplicate
Odisha,Kendrapara,ODISHA,KENDRAPARA,election_only_needs_demographics,True,True,True,True,,,KENDRAPARA,Odisha / Kendrapara,partial_field_skip,,7,10,likely_duplicate
Odisha,Keonjhar,ODISHA,KEONJHAR,election_only_needs_demographics,True,True,True,True,,,KEONJHAR,Odisha / Keonjhar,partial_field_skip,,7,10,likely_duplicate
Odisha,Koraput,ODISHA,KORAPUT,election_only_needs_demographics,True,True,True,True,,,KORAPUT,Odisha / Koraput,partial_field_skip,,7,10,likely_duplicate
Odisha,Mayurbhanj,ODISHA,MAYURBHANJ,election_only_needs_demographics,True,True,True,True,,,MAYURBHANJ,Odisha / Mayurbhanj,partial_field_skip,,7,10,likely_duplicate
Odisha,Nabarangpur,ODISHA,NABARANGPUR,election_only_needs_demographics,True,True,True,True,,,"NABARANGPUR (ST) 73. Umarkote (ST), 74. Jharigam (ST), 75. Nabarangpur (ST)",Odisha / Nabarangpur,no_delimitation_mapping,,0,10,likely_duplicate
Odisha,Puri,ODISHA,PURI,election_only_needs_demographics,True,True,True,True,,,PURI,Odisha / Puri,partial_field_skip,,7,10,likely_duplicate
Odisha,Sambalpur,ODISHA,SAMBALPUR,election_only_needs_demographics,True,True,True,True,,,SAMBALPUR,Odisha / Sambalpur,partial_field_skip,,7,10,likely_duplicate
Odisha,Sundargarh,ODISHA,SUNDARGARH,election_only_needs_demographics,True,True,True,True,,,SUNDARGARH,Odisha / Sundargarh,partial_field_skip,,7,10,likely_duplicate
Puducherry,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,election_only_needs_demographics,True,True,True,False,,,,Puducherry / PUDUCHERRY,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Punjab,Amritsar,PUNJAB,AMRITSAR,election_only_needs_demographics,True,True,True,True,,,Amritsar,Punjab / Amritsar,partial_field_skip,,7,10,manual_research_required
Punjab,Anandpur Sahib,PUNJAB,ANANDPUR SAHIB,partial_demographics_missing_core_fields,True,True,True,True,,,Anandpur Sahib,Punjab / Anandpur Sahib,partial_field_skip,,6,9,manual_research_required
Punjab,Bathinda,PUNJAB,BATHINDA,partial_demographics_missing_core_fields,True,True,True,True,,,Bathinda,Punjab / Bathinda,partial_field_skip,,6,9,manual_research_required
Punjab,Faridkot,PUNJAB,FARIDKOT,partial_demographics_missing_core_fields,True,True,True,True,,,Faridkot,Punjab / Faridkot,partial_field_skip,,6,9,manual_research_required
Punjab,Fatehgarh Sahib,PUNJAB,FATEHGARH SAHIB,partial_demographics_missing_core_fields,True,True,True,True,,,Fatehgarh Sahib,Punjab / Fatehgarh Sahib,partial_field_skip,,6,9,manual_research_required
Punjab,Firozpur,PUNJAB,FIROZPUR,partial_demographics_missing_core_fields,True,True,False,True,,,Firozpur,Punjab / Firozpur,partial_field_skip,,6,9,manual_research_required
Punjab,Gurdaspur,PUNJAB,GURDASPUR,partial_demographics_missing_core_fields,True,True,True,True,,,Gurdaspur,Punjab / Gurdaspur,partial_field_skip,,6,9,manual_research_required
Punjab,Hoshiarpur,PUNJAB,HOSHIARPUR,partial_demographics_missing_core_fields,True,True,True,True,,,Hoshiarpur,Punjab / Hoshiarpur,partial_field_skip,,6,9,manual_research_required
Punjab,Jalandhar,PUNJAB,JALANDHAR,partial_demographics_missing_core_fields,True,True,True,True,,,Jalandhar,Punjab / Jalandhar,partial_field_skip,,6,9,manual_research_required
Punjab,Khadoor Sahib,PUNJAB,KHADOOR SAHIB,partial_demographics_missing_core_fields,True,True,True,True,,,Khadoor Sahib,Punjab / Khadoor Sahib,partial_field_skip,,6,9,manual_research_required
Punjab,Ludhiana,PUNJAB,LUDHIANA,partial_demographics_missing_core_fields,True,True,True,True,,,Ludhiana,Punjab / Ludhiana,partial_field_skip,,6,9,manual_research_required
Punjab,Patiala,PUNJAB,PATIALA,election_only_needs_demographics,True,True,True,True,,,Patiala,Punjab / Patiala,partial_field_skip,,7,10,manual_research_required
Punjab,Sangrur,PUNJAB,SANGRUR,partial_demographics_missing_core_fields,True,True,True,True,,,Sangrur,Punjab / Sangrur,partial_field_skip,,6,9,manual_research_required
Rajasthan,AJMER,RAJASTHAN,AJMER,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / AJMER,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,ALWAR,RAJASTHAN,ALWAR,partial_demographics_missing_core_fields,True,True,True,True,,,Alwar,Rajasthan / ALWAR,partial_field_skip,,6,9,manual_research_required
Rajasthan,BANSWARA,RAJASTHAN,BANSWARA,partial_demographics_missing_core_fields,True,True,True,True,,,Banswara,Rajasthan / BANSWARA,partial_field_skip,,6,9,manual_research_required
Rajasthan,BARMER,RAJASTHAN,BARMER,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / BARMER,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,BHARATPUR,RAJASTHAN,BHARATPUR,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / BHARATPUR,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,BHILWARA,RAJASTHAN,BHILWARA,partial_demographics_missing_core_fields,True,True,True,True,,,Bhilwara,Rajasthan / BHILWARA,partial_field_skip,,6,9,manual_research_required
Rajasthan,BIKANER,RAJASTHAN,BIKANER,partial_demographics_missing_core_fields,True,True,True,True,,,Bikaner,Rajasthan / BIKANER,partial_field_skip,,6,9,manual_research_required
Rajasthan,CHITTORGARH,RAJASTHAN,CHITTORGARH,partial_demographics_missing_core_fields,True,True,True,True,,,Chittorgarh,Rajasthan / CHITTORGARH,partial_field_skip,,6,9,manual_research_required
Rajasthan,CHURU,RAJASTHAN,CHURU,partial_demographics_missing_core_fields,True,True,True,True,,,Churu,Rajasthan / CHURU,partial_field_skip,,6,9,manual_research_required
Rajasthan,DAUSA,RAJASTHAN,DAUSA,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / DAUSA,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,GANGANAGAR,RAJASTHAN,GANGANAGAR,partial_demographics_missing_core_fields,True,True,True,True,,,Ganganagar (SC),Rajasthan / GANGANAGAR,partial_field_skip,,6,9,manual_research_required
Rajasthan,JAIPUR,RAJASTHAN,JAIPUR,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / JAIPUR,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,JAIPUR RURAL,RAJASTHAN,JAIPUR RURAL,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / JAIPUR,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,JALORE,RAJASTHAN,JALORE,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / JALORE,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,JHALAWAR-BARAN,RAJASTHAN,JHALAWAR BARAN,election_only_needs_demographics,True,True,True,True,,,Jhalawar,Rajasthan / JHALAWAR-BARAN,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,JHUNJHUNU,RAJASTHAN,JHUNJHUNU,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / JHUNJHUNU,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,JODHPUR,RAJASTHAN,JODHPUR,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / JODHPUR,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,KARAULI-DHOLPUR,RAJASTHAN,KARAULI DHOLPUR,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / KARAULI-DHOLPUR,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,KOTA,RAJASTHAN,KOTA,partial_demographics_missing_core_fields,True,True,True,True,,,Kota,Rajasthan / KOTA,partial_field_skip,,6,9,manual_research_required
Rajasthan,NAGAUR,RAJASTHAN,NAGAUR,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / NAGAUR,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,PALI,RAJASTHAN,PALI,partial_demographics_missing_core_fields,True,True,True,True,,,Pali,Rajasthan / PALI,partial_field_skip,,6,9,manual_research_required
Rajasthan,RAJSAMAND,RAJASTHAN,RAJSAMAND,partial_demographics_missing_core_fields,True,True,True,True,,,Rajsamand,Rajasthan / RAJSAMAND,partial_field_skip,,6,9,manual_research_required
Rajasthan,SIKAR,RAJASTHAN,SIKAR,partial_demographics_missing_core_fields,True,True,True,True,,,Sikar,Rajasthan / SIKAR,partial_field_skip,,6,9,manual_research_required
Rajasthan,TONK-SAWAI MADHOPUR,RAJASTHAN,TONK SAWAI MADHOPUR,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / TONK-SAWAI MADHOPUR,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Rajasthan,UDAIPUR,RAJASTHAN,UDAIPUR,election_only_needs_demographics,True,True,True,False,,,,Rajasthan / UDAIPUR,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Sikkim,Sikkim,SIKKIM,SIKKIM,election_only_needs_demographics,True,True,True,False,,,,Sikkim / Sikkim,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Tamil Nadu,MAYILADUTHURAI,TAMIL NADU,MAYILADUTHURAI,partial_demographics_missing_core_fields,True,True,False,True,,,MAYILADUTHURAI,Tamil Nadu / MAYILADUTHURAI,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,POLLACHI,TAMIL NADU,POLLACHI,election_only_needs_demographics,True,True,True,True,,,POLLACHI,Tamil Nadu / POLLACHI,partial_field_skip,,7,10,manual_research_required
Tamil Nadu,RAMANATHAPURAM,TAMIL NADU,RAMANATHAPURAM,partial_demographics_missing_core_fields,True,True,True,True,,,RAMANATHAPURAM,Tamil Nadu / RAMANATHAPURAM,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,SALEM,TAMIL NADU,SALEM,partial_demographics_missing_core_fields,True,True,True,True,,,SALEM,Tamil Nadu / SALEM,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,SIVAGANGA,TAMIL NADU,SIVAGANGA,partial_demographics_missing_core_fields,True,True,True,True,,,SIVAGANGA,Tamil Nadu / SIVAGANGA,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,SRIPERUMBUDUR,TAMIL NADU,SRIPERUMBUDUR,partial_demographics_missing_core_fields,True,True,True,True,,,SRIPERUMBUDUR,Tamil Nadu / SRIPERUMBUDUR,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,TENKASI,TAMIL NADU,TENKASI,election_only_needs_demographics,True,True,True,True,,,TENKASI,Tamil Nadu / TENKASI,partial_field_skip,,7,10,manual_research_required
Tamil Nadu,THENI,TAMIL NADU,THENI,election_only_needs_demographics,True,True,True,True,,,THENI,Tamil Nadu / THENI,partial_field_skip,,7,10,manual_research_required
Tamil Nadu,THOOTHUKKUDI,TAMIL NADU,THOOTHUKKUDI,election_only_needs_demographics,True,True,False,True,,,THOOTHUKKUDI,Tamil Nadu / THOOTHUKKUDI,partial_field_skip,,7,10,manual_research_required
Tamil Nadu,TIRUCHIRAPPALLI,TAMIL NADU,TIRUCHIRAPPALLI,partial_demographics_missing_core_fields,True,True,True,True,,,TIRUCHIRAPPALLI,Tamil Nadu / TIRUCHIRAPPALLI,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,TIRUNELVELI,TAMIL NADU,TIRUNELVELI,election_only_needs_demographics,True,True,True,True,,,TIRUNELVELI,Tamil Nadu / TIRUNELVELI,partial_field_skip,,7,10,manual_research_required
Tamil Nadu,TIRUPPUR,TAMIL NADU,TIRUPPUR,partial_demographics_missing_core_fields,True,True,True,True,,,TIRUPPUR,Tamil Nadu / TIRUPPUR,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,TIRUVALLUR,TAMIL NADU,TIRUVALLUR,partial_demographics_missing_core_fields,True,True,False,True,,,TIRUVALLUR,Tamil Nadu / TIRUVALLUR,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,TIRUVANNAMALAI,TAMIL NADU,TIRUVANNAMALAI,partial_demographics_missing_core_fields,True,True,True,True,,,TIRUVALLUR,Tamil Nadu / TIRUVALLUR,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,VELLORE,TAMIL NADU,VELLORE,partial_demographics_missing_core_fields,True,True,True,True,,,VELLORE,Tamil Nadu / VELLORE,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,VILUPPURAM,TAMIL NADU,VILUPPURAM,partial_demographics_missing_core_fields,True,True,True,True,,,VILUPPURAM,Tamil Nadu / VILUPPURAM,partial_field_skip,,6,9,manual_research_required
Tamil Nadu,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,election_only_needs_demographics,True,True,True,True,,,VIRUDHUNAGAR,Tamil Nadu / VIRUDHUNAGAR,partial_field_skip,,7,10,manual_research_required
Telangana,Adilabad,TELANGANA,ADILABAD,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Adilabad,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Bhongir,TELANGANA,BHONGIR,partial_demographics_missing_core_fields,True,True,False,False,,,,Telangana / Bhongir,no_delimitation_mapping,,0,9,likely_duplicate
Telangana,Chevella,TELANGANA,CHEVELLA,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Chevella,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Hyderabad,TELANGANA,HYDERABAD,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Hyderabad,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Karimnagar,TELANGANA,KARIMNAGAR,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Karimnagar,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Khammam,TELANGANA,KHAMMAM,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Khammam,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Mahabubabad,TELANGANA,MAHABUBABAD,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Mahabubabad,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Mahbubnagar,TELANGANA,MAHBUBNAGAR,partial_demographics_missing_core_fields,True,True,False,False,,,,Telangana / Mahbubnagar,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Malkajgiri,TELANGANA,MALKAJGIRI,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Malkajgiri,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Medak,TELANGANA,MEDAK,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Medak,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Nagarkurnool,TELANGANA,NAGARKURNOOL,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Nagarkurnool,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Nalgonda,TELANGANA,NALGONDA,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Nalgonda,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Nizamabad,TELANGANA,NIZAMABAD,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Nizamabad,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Peddapalle,TELANGANA,PEDDAPALLE,partial_demographics_missing_core_fields,True,True,False,False,,,,Telangana / Peddapalle,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Secunderabad,TELANGANA,SECUNDERABAD,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Secunderabad,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Warangal,TELANGANA,WARANGAL,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Warangal,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Telangana,Zahirabad,TELANGANA,ZAHIRABAD,partial_demographics_missing_core_fields,True,True,True,False,,,,Telangana / Zahirabad,no_delimitation_mapping,,0,9,add_missing_delimitation_mapping
Tripura,Tripura East,TRIPURA,TRIPURA EAST,partial_demographics_missing_core_fields,True,True,True,True,,,Tripura East,Tripura / Tripura East,partial_field_skip,,6,9,manual_research_required
Tripura,Tripura West,TRIPURA,TRIPURA WEST,partial_demographics_missing_core_fields,True,True,True,True,,,Tripura East,Tripura / Tripura East,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Agra,UTTAR PRADESH,AGRA,partial_demographics_missing_core_fields,True,True,True,True,,,Agra,Uttar Pradesh / Agra,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Akbarpur,UTTAR PRADESH,AKBARPUR,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Akbarpur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Aligarh,UTTAR PRADESH,ALIGARH,partial_demographics_missing_core_fields,True,True,True,True,,,Aligarh,Uttar Pradesh / Aligarh,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,partial_demographics_missing_core_fields,True,True,True,True,,,Allahabad,Uttar Pradesh / Allahabad,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Ambedkar Nagar,UTTAR PRADESH,AMBEDKAR NAGAR,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Ambedkar Nagar,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Amethi,UTTAR PRADESH,AMETHI,partial_demographics_missing_core_fields,True,True,True,True,,,Amethi,Uttar Pradesh / Amethi,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Amroha,UTTAR PRADESH,AMROHA,partial_demographics_missing_core_fields,True,True,True,True,,,Amroha,Uttar Pradesh / Amroha,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Aonla,UTTAR PRADESH,AONLA,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Aonla,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Azamgarh,UTTAR PRADESH,AZAMGARH,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Azamgarh,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Badaun,UTTAR PRADESH,BADAUN,partial_demographics_missing_core_fields,True,True,True,True,,,Badaun,Uttar Pradesh / Badaun,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Baghpat,UTTAR PRADESH,BAGHPAT,partial_demographics_missing_core_fields,True,True,True,True,,,Baghpat,Uttar Pradesh / Baghpat,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Baharaich,UTTAR PRADESH,BAHARAICH,election_only_needs_demographics,True,True,False,False,,,,Uttar Pradesh / Baharaich,partial_field_skip,,7,10,likely_duplicate
Uttar Pradesh,Ballia,UTTAR PRADESH,BALLIA,partial_demographics_missing_core_fields,True,True,True,True,,,Ballia,Uttar Pradesh / Ballia,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Banda,UTTAR PRADESH,BANDA,election_only_needs_demographics,True,True,True,True,,,Banda,Uttar Pradesh / Banda,partial_field_skip,,7,10,manual_research_required
Uttar Pradesh,Bansgaon,UTTAR PRADESH,BANSGAON,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Bansgaon,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Barabanki,UTTAR PRADESH,BARABANKI,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Barabanki,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Bareilly,UTTAR PRADESH,BAREILLY,partial_demographics_missing_core_fields,True,True,True,True,,,Bareilly,Uttar Pradesh / Bareilly,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Basti,UTTAR PRADESH,BASTI,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Basti,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Bhadohi,UTTAR PRADESH,BHADOHI,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Bhadohi,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Bijnor,UTTAR PRADESH,BIJNOR,partial_demographics_missing_core_fields,True,True,True,True,,,Bijnor,Uttar Pradesh / Bijnor,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Chandauli,UTTAR PRADESH,CHANDAULI,election_only_needs_demographics,True,True,True,True,,,Chandauli,Uttar Pradesh / Chandauli,partial_field_skip,,7,10,manual_research_required
Uttar Pradesh,Deoria,UTTAR PRADESH,DEORIA,partial_demographics_missing_core_fields,True,True,True,True,,,Deoria,Uttar Pradesh / Deoria,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Dhaurahra,UTTAR PRADESH,DHAURAHRA,partial_demographics_missing_core_fields,True,True,True,True,,,Dhaurahra,Uttar Pradesh / Dhaurahra,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Domariyaganj,UTTAR PRADESH,DOMARIYAGANJ,partial_demographics_missing_core_fields,True,True,True,True,,,Domariyaganj,Uttar Pradesh / Domariyaganj,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Etah,UTTAR PRADESH,ETAH,partial_demographics_missing_core_fields,True,True,True,True,,,Etah,Uttar Pradesh / Etah,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Etawah,UTTAR PRADESH,ETAWAH,partial_demographics_missing_core_fields,True,True,True,True,,,Etawah,Uttar Pradesh / Etawah,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Faizabad,UTTAR PRADESH,FAIZABAD,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Faizabad,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Farrukhabad,UTTAR PRADESH,FARRUKHABAD,partial_demographics_missing_core_fields,True,True,True,True,,,Farrukhabad,Uttar Pradesh / Farrukhabad,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Fatehpur,UTTAR PRADESH,FATEHPUR,partial_demographics_missing_core_fields,True,True,True,True,,,Fatehpur,Uttar Pradesh / Fatehpur,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Fatehpur Sikri,UTTAR PRADESH,FATEHPUR SIKRI,partial_demographics_missing_core_fields,True,True,True,True,,,Fatehpur,Uttar Pradesh / Fatehpur,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Firozabad,UTTAR PRADESH,FIROZABAD,partial_demographics_missing_core_fields,True,True,True,True,,,Firozabad,Uttar Pradesh / Firozabad,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Gautam Buddha Nagar,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,election_only_needs_demographics,True,True,True,True,,,Gautam Buddha,Uttar Pradesh / Gautam Buddha Nagar,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Ghaziabad,UTTAR PRADESH,GHAZIABAD,partial_demographics_missing_core_fields,True,True,True,True,,,Ghaziabad,Uttar Pradesh / Ghaziabad,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Ghazipur,UTTAR PRADESH,GHAZIPUR,partial_demographics_missing_core_fields,True,True,True,True,,,Ghazipur,Uttar Pradesh / Ghazipur,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Ghosi,UTTAR PRADESH,GHOSI,partial_demographics_missing_core_fields,True,True,True,True,,,Ghosi,Uttar Pradesh / Ghosi,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Gonda,UTTAR PRADESH,GONDA,partial_demographics_missing_core_fields,True,True,True,True,,,Gonda,Uttar Pradesh / Gonda,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Gorakhpur,UTTAR PRADESH,GORAKHPUR,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Gorakhpur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,partial_demographics_missing_core_fields,True,True,True,True,,,Hamirpur,Uttar Pradesh / Hamirpur,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Hardoi,UTTAR PRADESH,HARDOI,partial_demographics_missing_core_fields,True,True,True,True,,,Hardoi,Uttar Pradesh / Hardoi,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Hathras,UTTAR PRADESH,HATHRAS,partial_demographics_missing_core_fields,True,True,True,True,,,Hathras,Uttar Pradesh / Hathras,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Jalaun,UTTAR PRADESH,JALAUN,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Jalaun,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Jaunpur,UTTAR PRADESH,JAUNPUR,election_only_needs_demographics,True,True,True,False,,,,Uttar Pradesh / Jaunpur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Uttar Pradesh,Jhansi,UTTAR PRADESH,JHANSI,partial_demographics_missing_core_fields,True,True,True,True,,,Jhansi,Uttar Pradesh / Jhansi,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Kairana,UTTAR PRADESH,KAIRANA,partial_demographics_missing_core_fields,True,True,True,True,,,Kairana,Uttar Pradesh / Kairana,partial_field_skip,,6,9,manual_research_required
Uttar Pradesh,Kaiserganj,UTTAR PRADESH,KAISERGANJ,partial_demographics_missing_core_fields,True,True,True,True,,,Kaiserganj,Uttar Pradesh / Kaiserganj,partial_field_skip,,6,9,manual_research_required
